17/07/2019,30362,9107,26113,5571
18/07/2019,28336,9107,26113,5571
19/07/2019,31587,10082,26389,7052
20/07/2019,28226,8829,22386,6917
21/07/2019,28573,10957,23420,6334
22/07/2019,26630,9581,22765,4950
23/07/2019,28186,8080,24631,4915
24/07/2019,29509,9684,24882,5820
25/07/2019,32690,12377,27124,7127
26/07/2019,31544,10527,25422,7301
27/07/2019,30469,10066,25852,5930
28/07/2019,27970,9880,23927,5237
29/07/2019,27369,10108,24379,3981
30/07/2019,28888,9176,26691,4005
31/07/2019,28007,9678,25487,3986
01/08/2019,33426,12620,29921,4959
02/08/2019,27173,7698,23933,4427
03/08/2019,28755,8377,24363,5467
04/08/2019,26628,8631,23191,4643
05/08/2019,25007,7224,22896,3185
06/08/2019,29077,9785,25726,4867
07/08/2019,30778,10215,27397,4584
08/08/2019,29008,8952,26295,3949
09/08/2019,27988,8837,25443,3973
10/08/2019,29022,10912,25255,5122
11/08/2019,26983,9576,23396,4880
12/08/2019,26042,10260,23133,3951
13/08/2019,27888,8725,25562,3631
14/08/2019,28452,9096,25692,4069
15/08/2019,27577,8774,24823,4034
16/08/2019,29148,9635,26416,4290
17/08/2019,28054,9336,23917,5535
18/08/2019,27866,9795,23075,5894
19/08/2019,27140,9612,22560,5723
20/08/2019,25047,8345,22724,3750
21/08/2019,26906,8708,23697,4074
22/08/2019,31371,12807,29677,4170
23/08/2019,28711,8720,26523,3297
24/08/2019,28946,9550,25076,4921
25/08/2019,31556,12713,29062,3824
26/08/2019,28430,9953,26198,3355
27/08/2019,27031,9917,24460,3688
28/08/2019,29422,9891,27768,2689
29/08/2019,29216,10405,27421,3224
30/08/2019,28852,9466,26268,3766
31/08/2019,31362,11447,27051,5786
01/09/2019,27874,9418,25178,3974
02/09/2019,30126,12229,24588,6792
03/09/2019,32640,16138,26981,7027
04/09/2019,30500,11136,27183,4400
05/09/2019,32193,13217,27079,6400
06/09/2019,31002,12276,26006,6262
07/09/2019,27404,9639,24037,4415
08/09/2019,24867,9039,21471,4417
09/09/2019,26427,8629,24333,3128
10/09/2019,28877,8793,27098,2783
11/09/2019,27010,8852,25042,2911
12/09/2019,23265,7953,21191,3023
13/09/2019,22918,9011,20609,3480
14/09/2019,24914,8958,21668,4033
15/09/2019,21832,8099,18936,3657
16/09/2019,24588,9527,22894,2706
17/09/2019,25751,8332,23658,3129
18/09/2019,26916,9778,23555,4346
19/09/2019,29845,9778,23555,4346
20/09/2019,28215,7880,26032,3295
21/09/2019,30780,9148,26912,4892
22/09/2019,39879,13379,33484,7846
23/09/2019,39074,10211,34369,5886
24/09/2019,46432,13953,42547,5548
25/09/2019,55651,20654,52849,4458
26/09/2019,62102,21900,59321,5022
27/09/2019,51811,15022,48379,5414
28/09/2019,51349,13101,46037,7963
29/09/2019,54092,11405,48329,7670
30/09/2019,37615,9192,35475,3417
01/10/2019,44874,9718,42582,3545
02/10/2019,44971,11335,42267,4254
03/10/2019,52729,16082,45868,8425
